"County","NonWhiteDens"
"Albany",151.250392292497
"Allegany",2.0681247480414
"Bronx",26569.541869863
"Broome",41.790526139167
"Cattaraugus",4.96115545234042
"Cayuga",9.99157584357964
"Chautauqua",10.880676567221
"Chemung",26.0499202986841
"Chenango",2.31089674544046
"Clinton",7.40543733516036
"Columbia",11.1318832735773
"Cortland",5.82027480598917
"Delaware",1.94233174083389
"Dutchess",85.4409419228831
"Erie",201.894831936521
"Essex",1.46143907716421
"Franklin",5.48519115004272
"Fulton",7.58083856265202
"Genesee",9.94849664907692
"Greene",8.44302388198309
"Hamilton",0.131013673169215
"Herkimer",2.28119642376412
"Jefferson",12.7374076222665
"Kings",21240.1103138999
"Lewis",0.714710483414166
"Livingston",8.05842078062687
"Madison",7.06879222148821
"Monroe",286.428067688642
"Montgomery",16.5438508795975
"Nassau",1605.25153255217
"New",32239.6405056967
"County",54.266005657479
"County",29.3764656682045
"County",125.800254807117
"County",13.6785269794583
"County",129.205605146853
"County",12.0404883464635
"County",6.33428883579491
"County",4.26259587097212
"County",64.1432471704383
"County",13397.4252258699
"County",36.6490742323075
"County",2349.68761810588
"County",563.524826456954
"County",3.0020346958182
"Lawrence",22.2902280282303
"Saratoga",186.209772065944
"Schenectady",3.08449936147004
"Schoharie",1.95222440895721
"Schuyler",10.1668965108175
"Seneca",4.12726859536227
"Steuben",350.649705550299
"Suffolk",16.8807340965729
"Sullivan",3.94204024967669
"Tioga",43.9678839984418
"Tompkins",28.7377383396369
"Ulster",3.33480432182338
"Warren",5.45136810570673
"Washington",12.4273347043589
"Wayne",859.835072771777
"Westchester",5.98564390209997
"Wyoming",2.93665779951765
